store_id,place_id,address,reason,detail
328,ChIJq6PBghCdfDUR1kmUwfi2qDg,"서울특별시 강서구 마곡동 798-10 마곡595빌딩 1, 2층",HTTP_STATUS,429
324,Ejgx7Li1LCA3NSBOYWVzdS1kb25nLCBKb25nbm8gRGlzdHJpY3QsIFNlb3VsLCBTb3V0aCBLb3JlYSIgGh4KFgoUChIJM_b3hZSifDURDx-5zCVjBRYSBDHsuLU,서울특별시 종로구 내수동 75 용비어천가 지하1층,HTTP_STATUS,429
318,ChIJJZtzPyH9DDURQ2otFBCmLsQ,제주특별자치도 제주시 월평동 1348-3 중선농원 커피템플,HTTP_STATUS,429
314,Ejcx7Li1LCA0MDMtMSBId2Fnb2stZG9uZywgR2FuZ3Nlby1ndSwgU2VvdWwsIFNvdXRoIEtvcmVhIiAaHgoWChQKEglPxcTPSJx8NREIcyatvXbydxIEMey4tQ,서울특별시 강서구 화곡동 403-1 1층진사댁명태덕장,HTTP_STATUS,429
311,ChIJwTAk-5LlYTURFksN0lc7XEY,강원특별자치도 강릉시 교동 1856-4,HTTP_STATUS,429
323,ChIJQbRKd79RDDURMG0UEmiDDdM,제주특별자치도 서귀포시 하원동 1633-4 사우스쇼어,HTTP_STATUS,429
315,ChIJ7TZN-XaQezUR0UAqfjDR5eU,인천광역시 중구 운서동 2868 인천공항제2터미널,HTTP_STATUS,429
312,Ejkx7Li1LCAxODY3LTMgR3lvLWRvbmcsIEdhbmduZXVuZywgR2FuZ3dvbi1kbywgU291dGggS29yZWEiIBoeChYKFAoSCc0jQCSS5WE1EV-xuFQN_ttiEgQx7Li1,강원특별자치도 강릉시 교동 1867-3 1층,HTTP_STATUS,429
329,EjYx7Li1LCA3OTctNyBNYWdvay1kb25nLCBHYW5nc2VvLWd1LCBTZW91bCwgU291dGggS29yZWEiIBoeChYKFAoSCYupab5lnHw1EXqjXv01o6V4EgQx7Li1,서울특별시 강서구 마곡동 797-7 퀸즈파크텐 A동 1층 103호,HTTP_STATUS,429
332,ChIJ39fRm1yaezURTT4WrZH-bx0,인천광역시 중구 운서동 3039-10 1층 짱구네낙지집,HTTP_STATUS,429
327,ChIJV8Pr5B3kYTUR8P8WnGu0YPM,강원특별자치도 강릉시 안현동 862,HTTP_STATUS,429
326,ChIJMSHTIe5NZjUR_tZRWuUIJvg,경상북도 경주시 보문동 40-27,HTTP_STATUS,429
325,ChIJdbpb9GvvYTURR8dGWkXLBBc,강원특별자치도 강릉시 내곡동 621,HTTP_STATUS,429
322,ChIJfecD5lbmYTUR-H3NYo6iUNE,강원특별자치도 강릉시 병산동 327,HTTP_STATUS,429
321,ChIJfecD5lbmYTUR-H3NYo6iUNE,강원특별자치도 강릉시 병산동 327,HTTP_STATUS,429
320,ChIJ9xpwlZHlYTURAKAtGP90Jcs,강원특별자치도 강릉시 교동 1877-9,HTTP_STATUS,429
317,ChIJfSk530vjDDURm8s8wnio6AI,제주특별자치도 제주시 일도이동 357-4,HTTP_STATUS,429
316,ChIJ4-a5JMKdfDURi6wIIlfNkL8,"서울특별시 강서구 마곡동 798-16 마곡M밸리W타워 4차 1층 104-109, 111호",HTTP_STATUS,429
268,Ejox7Li1LCAxMDAgRGFuZ2p1LWRvbmcsIEpvbmdubyBEaXN0cmljdCwgU2VvdWwsIFNvdXRoIEtvcmVhIiAaHgoWChQKEgnLgYJzk6J8NRH_-8lUBw3IQxIEMey4tQ,서울특별시 종로구 당주동 100 지상1층 101호,NO_RESULTS,
336,ChIJMfZgcpSifDURKYMyyJoBtC4,"서울특별시 종로구 내수동 71 경희궁의아침2단지 1층 101,115호",NO_RESULTS,
335,ElIy7Li1IDIwMe2YuCwgOTk1LTIgSGFlbmdzaW4tZG9uZywgRGVvZ3lhbmctZ3UsIEdveWFuZy1zaSwgR3llb25nZ2ktZG8sIFNvdXRoIEtvcmVhIicaJQoWChQKEgm75ghVQ5p8NRGODJqW-_0LShILMuy4tSAyMDHtmLg,경기도 고양시 덕양구 행신동 995-2 2층 201호,NO_RESULTS,
280,ChIJOZMYRfHmYTUR-90UPcwW-Hw,강원특별자치도 강릉시 송정동 216-5,NO_RESULTS,
279,ChIJc9WuhEPvYTURV6KPj_q-bCI,강원특별자치도 강릉시 내곡동 165-2,NO_RESULTS,
237,ChIJN67RQM7vYTURwLXzonPejXc,강원특별자치도 강릉시 홍제동 1019-2 107호 얼맥당,NO_RESULTS,
236,Ej4xMDjtmLgsIDEwMjItMiBIb25namUtZG9uZywgR2FuZ25ldW5nLCBHYW5nd29uLWRvLCBTb3V0aCBLb3JlYSIiGiAKFgoUChIJARrKoX3vYTUROD4YuxHrTOMSBjEwOO2YuA,강원특별자치도 강릉시 홍제동 1022-2 메타폴리스 A동 108호,NO_RESULTS,
216,EjgyMTDtmLgsIDc5Ny03IE1hZ29rLWRvbmcsIEdhbmdzZW8tZ3UsIFNlb3VsLCBTb3V0aCBLb3JlYSIiGiAKFgoUChIJi6lpvmWcfDUReqNe_TWjpXgSBjIxMO2YuA,서울특별시 강서구 마곡동 797-7 퀸즈파크텐 210호,NO_RESULTS,
201,Ekgx7Li1LCAzODEgWWVvbmdqaW4tcmksIFllb25nb2stbXllb24sIEdhbmduZXVuZywgR2FuZ3dvbi1kbywgU291dGggS29yZWEiIBoeChYKFAoSCc0mBCoY42E1ER0ILGyk_ZCOEgQx7Li1,강원특별자치도 강릉시 연곡면 영진리 381 1층 상가(영진 코아루비치테라 스),NO_RESULTS,
146,Ejgx7Li1LCAxMDYyLTEgSHdhZ29rLWRvbmcsIEdhbmdzZW8tZ3UsIFNlb3VsLCBTb3V0aCBLb3JlYSIgGh4KFgoUChIJKxLB-UWcfDUR1HWH-UHWzwYSBDHsuLU,서울특별시 강서구 화곡동 1062-1 1층 고소미부엌,NO_RESULTS,
